metabolite,shap_mean_abs,shap_rank,log2fc,effect_size,p_value,abs_log2fc,fc_rank,p_adjusted,neg_log10_p,pval_rank,combined_score,final_rank
Phenol,0.001,161.5,10.627466696348966,-16.037985973675237,0.1176470588235294,10.627466696348966,4.0,0.1666169005673335,0.7782809486022882,60.5,75.33333333333333,133
"5-Hepten-2-one, 6-methyl-",0.002,91.5,5.5589367525494655,-9.452047711322942,0.1176470588235294,5.5589367525494655,75.0,0.1666169005673335,0.7782809486022882,60.5,75.66666666666667,134
"5-Hepten-2-one, 6-methyl-",0.002,91.5,5.5589367525494655,-9.452047711322942,0.1176470588235294,5.5589367525494655,75.0,0.1666169005673335,0.7782809486022882,60.5,75.66666666666667,135
3-Carene,0.004,18.0,3.0418995496249512,-0.6477183373095421,0.1176470588235294,3.0418995496249512,150.0,0.1666169005673335,0.7782809486022882,60.5,76.16666666666667,136
2-Tetradecanone,0.0015844155844155,103.0,5.701682398025982,-12.53501305576624,0.1176470588235294,5.701682398025982,65.0,0.1666169005673335,0.7782809486022882,60.5,76.16666666666667,137
2-Butanone,0.0014838709677419,107.5,5.803370672932568,-14.827728840400075,0.1176470588235294,5.803370672932568,61.0,0.1666169005673335,0.7782809486022882,60.5,76.33333333333333,138
"2,3-Pentanedione",0.0045844155844155,10.0,2.81386579996333,-1.876920094905532,0.1176470588235294,2.81386579996333,159.0,0.1666169005673335,0.7782809486022882,60.5,76.5,139
"Butanal, 3-methyl-",0.001,161.5,8.661633520137054,0.1444515682846584,0.1176470588235294,8.661633520137054,8.0,0.1666169005673335,0.7782809486022882,60.5,76.66666666666667,140
Phenylethyl Alcohol,0.0013191489361702,124.5,6.18656601494466,-18.29975028549335,0.1176470588235294,6.18656601494466,45.0,0.1666169005673335,0.7782809486022882,60.5,76.66666666666667,141
2-Tetradecanone,0.0015844155844155,103.0,5.6889143022343145,-12.717802158931253,0.1176470588235294,5.6889143022343145,67.0,0.1666169005673335,0.7782809486022882,60.5,76.83333333333333,142
