Compound Name,Match Quality,Est. Retention Time (min),Hit 1: Match Factor,Hit 1: Reverse Match Factor,Comments,Hit 2: Compound,Hit 2: Match Factor,Hit 2: Reverse Match Factor,Retention Indices,Compound ID,Interval ID,Model Order,Component #,Exp_1.CDF,Exp_10.CDF,Exp_11.CDF,Exp_12.CDF,Exp_13.CDF,Exp_14.CDF,Exp_15.CDF,Exp_16.CDF,Exp_17.CDF,Exp_2.CDF,Exp_3.CDF,Exp_4.CDF,Exp_5.CDF,Exp_6.CDF,Exp_7.CDF,Exp_8.CDF,Exp_9.CDF,is_contamination
"7,7,9,9,11,11-Hexamethyl-3,6,8,10,12,15-hexaoxa-7,9,11-trisilaheptadecane",Poor/No match,32.6293,524,598,,2-(1-Methyl-1-silacyclobutyl)benzoic acid trimethyl-silyl ester,506,579,0,354,222,4,1,8281.985012157407,2934.9281392065895,23561.58660118638,10854.806852642238,13527.966627258025,9428.13282160948,3705.159204693632,4735.737770123145,22545.44421279612,9880.634165542344,6842.577740840849,6707.285448735671,14239.27609994866,13465.55765718692,1202.1076371001259,27622.1130384464,66.98425563572005,False
"Iron, tricarbonyl[(3,4-ü)-4,5-diethyl-1,2,2,3-tetramethyl-1-aza-2-sila-5-boracyclopent-3-ene-B5,N1]-",Poor/No match,32.63288333333333,522,546,111,"Iron, tricarbonyl-(ü-4-2,4,5-triethyl-2-endo,3-dimethyl-1,2,5-azasilaboroline)",512,543,0,356,222,6,4,8280.135483171316,2038.495469032037,23396.922638278025,9991.09917977232,13718.352322575132,8991.313910987568,4028.0737744464404,5208.137474507271,22057.755573271235,9823.088888455964,6818.134638202451,6673.861960863286,13891.755382862157,13400.997811499017,950.0768787947479,27323.76170776508,62.68365793311534,False
(-)-β-Bourbonene,Poor/No match,32.65441666666667,570,779,,(-)-β-Bourbonene,561,850,0,321,189,7,6,1905.395325981897,4637.002329482195,1098.5291772064566,2626.705674007497,6084.214642400189,2652.755739315665,12950.096793304923,7972.808399518081,471.88466527525725,496.9597970766123,2208.268702466192,1051.3085976132702,1550.9764407516382,2037.14531106712,2397.0536802068295,1151.8671934861559,26.350296543946193,False
"1H-Cyclopenta[1,3]cyclopropa[1,2]benzene, octahydro-7-methyl-3-methylene-4-(1-methylethyl)-, [3aS-(3aα,3bβ,4β,7α,7aS*)]-",Good,32.8518,831,879,,"1H-Cyclopenta[1,3]cyclopropa[1,2]benzene, octahydro-7-methyl-3-methylene-4-(1-methylethyl)-, [3aS-(3aα,3bβ,4β,7α,7aS*)]-",823,880,0,150,80,6,3,2584.0520389343474,35060.48493311218,4352.85222075124,30094.973262822587,7078.449445764243,18732.156220449422,21412.05690230745,8613.140949962955,8872.569352752605,2253.9625783981846,6000.445309247669,6726.294390921268,11252.589998745949,8761.453772962872,11115.948726395498,8296.141432020348,42.92801255049578,False
"Indole, 3-methyl-",Excellent,33.006116666666664,936,936,,"1H-Indole, 4-methyl-",927,927,0,103,53,2,2,1952755.2916986658,7408637.627436496,4386174.8083067825,6986268.582319178,5391769.20532018,4635497.056284726,6940807.5226057805,6246353.733097006,2849885.231885916,2044177.9539828645,2814637.2463418674,1927794.598561023,7182579.491595935,6615164.883969372,3069502.1127232546,5667706.410172819,51118.46721773014,False
α-Cubebene,Fair,33.14248333333333,704,827,"Pico pequeño, peor definición",α-Cubebene,697,755,0,152,83,7,7,582.5839618906527,11411.903187053578,1068.8651467900809,10275.958945440048,3136.7046281228386,5714.136501620245,7901.221081649614,2912.4712599467393,2599.974092371133,654.4758525510845,1882.0181042219024,1665.4657951356305,3757.028891676314,2287.3430428727543,3487.1357592501663,2653.355050177667,0.0,False
2-Dodecanone,Poor/No match,33.29678333333333,697,832,Inicio en 33.27 y acabar en 33.34,"Oxirane, decyl-",676,770,0,151,82,7,3,1740.0751598225077,11475.496159859273,4046.0787280798186,9851.270798092128,5205.189468483895,6514.9255375062185,9055.080200430475,6886.652700487577,4360.801632514677,1187.0582425017105,2625.445137668693,1954.2961265894598,9726.06988855093,6931.530307197769,5677.246639813464,6439.969571188059,0.0,False
2-Dodecanone,Fair,33.30755,761,886,,2-Dodecanone,728,808,0,357,223,8,3,2368.062481222242,13531.096017882814,4634.311715017957,11212.160435573856,5905.2586959935325,7251.139642089216,10211.246421058473,7828.058576025875,4992.153755548274,1623.080338473777,3324.804725174892,2469.9737931878644,10975.656316872451,7868.332228127985,6668.058090180032,7377.226136741552,0.0,False
Tetradecane,Good,33.451100000000004,887,953,,Tetradecane,868,905,0,104,54,7,6,24873.07626692847,162722.68183270263,71421.3289116901,130215.69640000985,66389.55737611093,89325.82358616807,130141.22440004055,96012.24190842037,50164.80867033179,18829.406669140837,35990.078413621544,26805.483898326267,139921.37157537145,118555.9208242233,81336.04264474318,88356.86545241564,235.6301647377294,False
"Benzoic acid, 2-hydroxy-5-(1-methyl-1-phenylethyl)-",Poor/No match,33.59823333333333,594,730,,Bisphenol C,562,578,0,358,224,4,1,31599.130037819526,98150.67206390406,117409.09749411042,94210.99766908657,102785.74663700965,76827.45995329703,132924.46336344338,89206.38148559831,67961.99658701805,27175.91908309821,38659.49033450395,37620.83679532235,105453.81706872681,109342.71950237034,55298.91637076464,122121.14117299713,0.0,False
"5-Heptenoic acid, 6-methyl-4-[(4-methylphenyl) sulfonyl]",Poor/No match,33.61618333333333,555,618,^Poca magnitud,"Benzylalcohol, 2-fluoro-3-methoxy-",531,664,0,359,224,4,4,2497.791739691813,9900.574748876628,6945.639245902326,7299.755873712551,10799.81343372252,8937.336558675714,6888.607601418138,6441.381754009155,7352.567425733105,3987.1064059437376,1264.9232947325054,2014.2301553201723,7029.039543717903,5432.070458262511,18203.310215832,6321.533285959456,120.02811331676878,False
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",Good,33.91045,840,859,,"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",826,874,0,433,302,6,4,3635.489555916875,13120.609195598703,11658.975196158694,14549.668226772312,11764.779971475959,16482.160115361385,16279.590777539124,20615.065633822058,11264.25475963287,3416.4701237968507,3574.090180268755,3997.180167377989,18669.168725172407,15968.19878474744,15121.243676195718,15375.371574014232,0.0,False
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",Good,33.914033333333336,800,833,,"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",787,853,0,432,302,4,2,3962.953324919429,14137.981184793965,13056.96087093237,15459.069125556665,13071.467703668995,17887.579434758707,17372.54692510646,22935.837770961713,12743.911784871138,3776.3523503620518,3756.0395439014633,4284.512421650401,20625.428571928547,17646.36324956473,16355.019852912688,17335.29521796172,0.0,False
Caryophyllene,Excellent,34.20471666666666,971,972,,Caryophyllene,936,936,0,430,300,2,1,111532.16869261494,780195.678569174,186750.86187647644,702339.1214638687,295422.11195379595,517364.3718833775,568917.1715849299,277092.561002064,264173.7772652309,64434.37412570092,132601.31970733358,179915.4077323678,347269.0087435196,297214.47685625526,214264.002357303,313248.11641433166,6567.847733052896,False
"1H-Cyclopropa[a]naphthalene, 1a,2,3,5,6,7,7a,7b-octahydro-1,1,7,7a-tetramethyl-, [1aR-(1aα,7α,7aα,7bα)]-",Excellent,34.631766666666664,910,931,,"1H-Cyclopropa[a]naphthalene, 1a,2,3,5,6,7,7a,7b-octahydro-1,1,7,7a-tetramethyl-, [1aR-(1aα,7α,7aα,7bα)]-",890,901,0,431,301,2,2,8580.023043216483,31578.912574803024,18250.858933187577,33556.356391877605,18807.074512523614,21041.222376950253,21891.82886234407,18986.26099203281,14564.60530219194,6844.640410788223,12771.060637391194,8316.904037480197,38889.75563075895,23473.98326364596,12497.10828769562,20891.791876513398,205.81656681296326,False
trans-α-Bergamotene,Excellent,34.78606666666667,941,955,,"Bicyclo[3.1.1]hept-2-ene, 2,6-dimethyl-6-(4-methyl-3-pentenyl)-",940,966,0,105,55,6,3,18066.848250935047,464373.9050692571,39740.756954640565,311190.0666305387,56660.31033866723,145529.7563379011,223484.29432308258,112358.392480407,81709.09952853264,19372.535055290107,44993.96487485033,39664.06843202173,151697.9783236014,94776.64045912112,67816.9842278663,106012.62285573909,1305.7532590639998,False
Erucin,Good,34.922450000000005,839,922,,"2H-Thiopyran-3,5-diol, tetrahydro-4-nitro-, monoacetate (ester), [3S-(3α,4β,5α)]-",573,630,0,106,56,8,5,3935.460542304854,17604.92002160524,12524.637393044426,31143.086281677755,15179.854514680213,11502.032555518204,18223.238289981622,17113.010735974567,8647.716155019943,2828.24851840704,4344.111036411928,4161.196000157396,22558.329256241803,20694.98057503936,11789.145889632471,19333.812540036553,0.710571059227101,False
"Sulfurous acid, di(2-ethylhexyl) ester",Poor/No match,35.30643333333333,598,749,,"1-Pentanol, 3-methyl-2-propyl-",586,697,0,440,305,7,6,1639.4401794950577,5612.023762972396,4382.877412137013,5187.820075331778,3770.260518836413,4486.1759349021,5458.435048673151,4514.362006816079,2299.0728279607315,1035.3886499757634,2630.2758160314315,1359.5138441211186,6438.636380210443,6232.143516665235,2770.466589816101,5696.154121044801,0.0,False
α-Cubebene,Fair,35.32436666666667,795,827,,"(1S,4S,4aS)-1-Isopropyl-4,7-dimethyl-1,2,3,4,4a,5-hexahydronaphthalene",790,811,0,439,305,7,3,136.7553122010549,8003.9663806390445,108.31215151104826,6052.293413729252,1317.3804613841057,3301.0864463197777,4686.860874252563,1423.8618193457123,1357.7413430522413,166.14981123889595,632.239341686369,974.130637781164,1574.9853720911158,647.4208872311477,2379.868352138904,860.2953201099517,0.7841291341677904,False
"6,11-Dimethyl-2,6,10-dodecatrien-1-ol",Fair,35.4105,787,807,Cubeno,"2,6,10-Dodecatrien-1-ol, 3,7,11-trimethyl-",773,778,0,437,304,6,5,3329.136147213225,22687.544566771066,9127.330456131107,20707.52419696109,9019.031088989019,12331.645364715983,18696.391240222187,12792.2338657624,6281.6192548449235,1988.6576925045542,4648.426779678033,2927.0640387271997,19938.586005281188,17728.250420256576,10444.084323923129,11399.90193732206,0.0,False
α-Cubebene,Fair,35.442800000000005,776,819,,"1H-Cyclopenta[1,3]cyclopropa[1,2]benzene, octahydro-7-methyl-3-methylene-4-(1-methylethyl)-, [3aS-(3aα,3bβ,4β,7α,7aS*)]-",772,795,0,438,304,6,6,141.44475933481993,6501.360456177628,441.6352947831392,6668.526559797883,1364.3553623383705,3195.7231771224597,4618.546549593953,1769.859806804946,1308.5176753308901,102.76010096217829,845.6515719519896,737.7014066907923,1901.629797654321,920.5232665861913,1636.6567913287026,1013.6756134692323,0.0,False
"5,9-Undecadien-2-one, 6,10-dimethyl-",Good,35.55045,887,893,,"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-",884,888,0,434,303,3,3,1237.5899219443404,15066.13910509123,4172.40806354191,14400.688447941144,5937.03670792469,9139.75368248222,11700.41757010813,7446.541648180129,4139.790795618199,1264.0513457307732,2308.3050895655174,2807.539151472947,18719.6049459856,9138.009075184631,10001.008842537245,6270.4955477897765,0.0,False
"5,9-Undecadien-2-one, 6,10-dimethyl-",Good,35.55045,869,875,,"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-",868,874,0,435,303,7,4,983.0040866349575,14044.742523853256,3435.5051811628055,13202.236188630544,5140.964650742771,8045.200800039065,10857.716485789391,6483.602695836436,3469.4032745147424,1018.5820425935901,1849.7980454046844,2319.814520819351,16981.37136011252,8029.326566545888,8743.573079047652,5521.013067395963,3.6631383248088607,False
"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-",Good,35.55045,824,847,,"5,9-Undecadien-2-one, 6,10-dimethyl-, (Z)-",823,849,0,436,303,8,4,1135.8723751801733,13845.368238263623,3642.30943060655,13108.134709625068,5385.081210184986,8201.883402933188,10731.853896004282,6660.165087133416,3714.663862170271,1096.8336000302788,1978.8874101601725,2414.170967330138,17093.96713220899,8131.9679073027,9079.301446142319,5687.782185756807,2.030866952546531,False
Humulene,Excellent,35.733466666666665,910,915,,Humulene,908,917,0,360,225,7,4,14119.64793226567,90673.6663990923,18240.109644996453,82128.38934690319,37053.80304930293,55126.06078963563,69283.49657534802,33881.23804779925,23657.34306554231,7584.795682500977,15903.039752168692,15196.562161977505,39365.71401006429,33236.55753003404,24966.990064233327,32408.506047390925,92.85468802621604,False
"4,8,12-Tetradecatrien-1-ol, 5,9,13-trimethyl-",Fair,35.90213333333334,795,864,,"6,11-Dimethyl-2,6,10-dodecatrien-1-ol",792,847,0,110,57,4,4,9707.302048335816,68861.63656491847,26346.356487256595,57741.679805574415,26116.119492445563,36397.54340934606,54118.05702094858,38354.98691097946,18442.878707441247,5660.757331784503,14576.751748576802,9285.106637598752,57943.26716686342,49015.226478765064,29595.25185654986,34742.90016820902,259.6605007306352,False
"cis-Muurola-4(15),5-diene",Fair,35.99185,759,870,,"1H-Cyclopenta[1,3]cyclopropa[1,2]benzene, octahydro-7-methyl-3-methylene-4-(1-methylethyl)-, [3aS-(3aα,3bβ,4β,7α,7aS*)]-",735,819,0,109,57,4,3,2462.420628479999,36723.182620845386,3873.069767520039,40046.537653060084,9305.774713857287,22229.543218326624,30692.174738569007,9577.91131452952,8046.101004113991,1829.2534116273855,5885.482906038998,5455.538913246077,16176.50986178802,10497.920940495953,11055.284119290496,9705.546010626183,0.0,False
"Tetradecane, 2-methyl-",Good,36.09593333333333,806,850,,"Tridecane, 3-methyl-",790,843,0,441,306,6,4,3564.4443874207545,21728.763011174306,9121.745301747607,17939.12381180364,8422.465590585694,11193.054495862521,15621.87030785008,11293.117118466109,5722.66842962927,2348.3941278573575,4656.481211574028,3070.959836308965,19115.865121661976,15193.548881553697,10583.703251880353,11248.40618098798,73.77999410545021,False
"Tetradecane, 3-methyl-",Good,36.41173333333334,872,885,,"Pentadecane, 4-methyl-",866,878,0,153,84,8,5,4686.42780221485,30759.669702021743,11880.269839740986,29064.724829352326,12926.722646243676,19140.589476400368,24191.8609045353,16482.724789836033,9950.977908279721,4108.828235045954,7713.242691771092,4939.828607218109,30447.16896676501,24158.10152629935,16025.390423805138,16651.759240801843,0.0,False
"Tetradecane, 2,6,10-trimethyl-",Poor/No match,36.4225,565,630,,"Pentadecane, 4-methyl-",564,683,0,154,84,8,6,976.7111042801819,9160.31938037221,2897.4876616459233,8315.068659275401,3263.2015929309932,5275.250043845382,6407.449097275598,4547.024195654796,2572.0115855816352,492.93540371369556,1299.364179521569,1115.2168563547216,7569.551911359682,6008.246591435933,5022.59925648268,5272.87094871647,3.46169184273187,False
γ-Muurolene,Good,36.580400000000004,842,856,,γ-Muurolene,837,855,0,281,148,8,6,1107.0928595117755,15259.545726099159,2316.390656916946,13209.322355408349,4247.8784225221725,7822.662944184529,12035.539080924973,4728.162040367353,3725.637665379446,659.5016112126874,2441.7322707784883,2225.61996058163,5661.491825632634,4223.888431707021,4802.625523113802,3727.737687527014,2.5572274095141285,False
"Acetic acid, trifluoro-, 3,7-dimethyloctyl ester",Fair,36.623450000000005,739,864,36.58-36.74,"9-Eicosene, (E)-",739,772,0,282,148,8,8,1128.3026782926859,8867.393583458694,3454.577530394266,7166.598474299494,3545.894844030034,4686.8110495094925,6571.906122257746,4508.975831368385,2536.068232516766,698.0103264839234,2136.5754800994814,1057.5320662273548,7965.500968263052,5988.434733427176,4341.578659273813,4493.93359485259,11.774645737780503,False
Germacrene D,Good,36.781349999999996,878,947,,Germacrene D,875,920,0,155,85,8,3,3562.328476949028,67445.61162557904,1196.4517900445144,48592.37129377806,8726.92254888142,26755.106406271934,34116.27435018841,10416.250681636244,10143.101019710886,2739.6996367791653,9152.63056745161,11612.095866443236,8720.83178181292,4947.732527895401,14493.179400466632,5338.544276592371,57.50470280447921,False
trans-β-Ionone,Fair,36.792116666666665,753,793,,"3-Buten-2-one, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-",745,774,0,156,85,8,7,474.7406449916694,1302.1646778818294,4620.221636853343,3358.671425215181,4267.03818194199,1904.2046435289612,3644.8830535441502,4576.231571206886,2890.771424780698,440.4450648491138,342.8047063348297,325.6135811236575,10402.929431951085,9354.886699078084,4963.443744342528,7280.255370068197,0.0,False
"2H-Indol-2-one, 1,3-dihydro-",Good,36.88543333333334,801,888,,"1H-Benzotriazole, 4-methyl-",797,896,0,361,227,4,3,5382.437771740228,118315.97470146004,28623.48353934717,77499.52501667131,45012.14099478226,44695.33859508472,52712.52293353843,41988.140334800824,28079.797478689892,7123.90570814923,9953.275893570406,6464.902910408436,62259.68758043688,54030.67953929237,52601.91519920754,55055.918978426576,0.0,False
1-Pentadecene,Good,37.06845,866,905,,Cyclopentadecane,860,899,0,157,86,8,6,12017.497101483543,77924.16612289131,28943.29333154968,65349.56242164932,30698.424207744985,39842.47804960525,54832.24076706789,40055.9494893124,20307.597591605954,6666.305203508293,15558.4568342525,9942.527530005595,65896.4969786387,55130.12351184298,36963.98880383635,35126.62713262568,0.0,False
1-Pentadecene,Good,37.201233333333334,861,917,,E-2-Hexadecacen-1-ol,856,864,0,111,58,3,1,10124.484982922782,66979.35755007563,26372.264798733537,52593.70212879476,25976.45702288373,35182.89094751376,47973.88921138794,34731.56548619463,20302.82510241896,7009.623332029833,13896.597362018958,9679.697273854486,59916.94058983309,47639.30066845647,38137.079874902745,30712.610449823525,133.61231362226872,False
"Naphthalene, 1,2,3,5,6,7,8,8a-octahydro-1,8a-dimethyl-7-(1-methylethenyl)-, [1S-(1α,7α,8aα)]-",Good,37.25505,862,895,,"Naphthalene, 1,2,3,5,6,7,8,8a-octahydro-1,8a-dimethyl-7-(1-methylethenyl)-, [1R-(1α,7β,8aα)]-",856,912,0,112,58,3,2,16583.16596311289,87027.35931449551,38036.49595861348,77057.85085594964,42880.59113911448,58131.85485771205,74370.74706546646,49669.600699619645,30052.932380925715,12546.286910884708,25870.28344329984,16483.075817720197,68955.86420565532,63135.3195981523,35720.3914340318,52613.82585140232,112.2349292548294,False
1-Pentadecene,Fair,37.42731666666667,704,844,,"Chloroacetic acid, 4-pentadecyl ester",704,814,0,158,87,8,1,5231.567558685765,33933.58035877021,12884.4846723122,28463.528631048124,14658.452372940234,17731.504315361668,24375.9355002042,18138.211150098912,9598.423981981721,3630.9861954009893,8291.83895239519,5081.467521383554,30210.337403080317,24468.51578221231,19015.87655453355,17088.61624580262,0.0,False
"Pentadecafluorooctanoic acid, pentadecyl ester",Fair,37.42731666666667,723,810,,1-Pentadecene,714,818,0,159,87,8,6,1820.541154940468,14818.419095835954,5660.678554241002,12744.010955127686,4379.85784257472,7421.115435796233,8823.087523880416,7660.455927280187,3586.727763390627,1139.675066792558,2444.28101027516,2180.7821077014364,15060.535814098203,11411.704773356982,8479.542572938735,7141.1982301715125,0.0,False
2-Tridecanone,Fair,37.5278,708,781,"Pico feo, poca magnitud",2-Tridecanone,684,789,0,160,88,3,1,9329.828173969614,51695.89112276603,19497.08517170193,47985.36186264256,26320.13337805657,31172.724615915875,39174.82158843975,29894.426640131147,16581.35411171177,5055.044999205169,11975.374512372775,8241.996783364222,51706.56450046144,39072.45150519322,29065.274990272643,27881.76563935013,109.20195141720481,False
α-acorenol,Poor/No match,37.5278,749,809,,2-Tridecanone,748,824,0,163,89,5,1,499.46768378124045,23407.216145066188,4506.316696774538,15170.068681520095,6812.792433450975,9051.934701040478,11347.1377763587,7654.921738036735,2526.4297262677746,458.0459474115621,1911.1985882436175,762.1454563218248,11637.892106711488,10153.904202114154,2470.4007095941606,8730.45347736397,18.08095803724024,False
2-Tridecanone,Fair,37.5278,646,721,,"Cyclopentanol, 3,3,4-trimethyl-4-p-tolyl-, (R,R)-(+)-",635,682,0,165,89,5,4,10636.606025844905,47307.64151006578,19244.898570201294,37748.69342601282,25050.133864502677,26722.401977527257,31916.475660800515,26859.51120464127,21217.35312577361,7008.874998760646,11609.489008762035,9053.24092959681,45742.49469008168,34595.28755852387,34745.852946143044,23937.042806603207,97.05619973549517,False
Pentadecane,Good,37.628283333333336,863,900,,Pentadecane,856,892,0,161,88,3,2,19242.21175918212,121139.18835272305,50768.93691682738,103013.20214100812,53457.38194440526,67961.45473361918,89073.58146860889,65779.99925062552,39213.08697391336,11144.72119582693,25969.6066197973,18422.137720382252,113842.83779141329,88606.34898129226,72100.9975262423,62481.14890096095,349.4413304044255,False
Pentadecane,Excellent,37.628283333333336,910,941,,Hexadecane,881,925,0,166,90,7,5,16177.831068631336,93906.32299379006,40677.16808510099,82253.78454626107,41615.180141104735,54489.901916409115,70925.38635864301,53501.52581123254,30770.178670184527,8922.612464078564,20877.020605377642,14728.666604602811,90617.85751493892,72383.81636095588,57627.5668669602,49417.88523317268,119.92631484266558,False
8-Heptadecene,Fair,37.850766666666665,795,876,,"Dichloroacetic acid, 4-pentadecyl ester",794,847,0,114,59,3,2,6703.8862690211245,43197.57068869264,17360.442167413585,34536.56730561124,19297.10343052971,23289.68992416327,30268.043518026217,22283.569351278587,13651.225969644158,4942.086089349882,9498.556727259926,6405.452887240619,38769.34197229187,32339.67440283891,25040.97778346534,21573.06380506826,0.0,False
"2,4-Di-tert-butylphenol",Excellent,37.92255,944,948,,"2,4-Di-tert-butylphenol",929,930,0,113,59,3,1,73280.20078364281,176176.2979775339,201196.49068991077,141371.29825348436,312243.29355047725,198661.80109937314,213821.7773570475,191121.3437048204,264381.4534125441,123331.28297519495,79227.3777924513,102875.60580775482,267257.1494035032,216000.68234991402,406827.2916303935,169964.05072119462,553.3210144539496,False
β-Bisabolene,Good,37.92613333333334,872,918,,β-Bisabolene,862,892,0,115,59,3,3,2113.57746414907,54583.86788719811,3782.8602714663575,32694.498399219847,5271.663327208611,13741.946054436652,21844.830044192226,11636.592143565169,5590.367014486648,899.6754827763252,4403.334459261196,2994.5494262031207,20210.41977696603,11427.94345581295,6608.176027449008,10022.355128255873,14.3150296792345,False
"cis-muurola-4(14),5-diene",Fair,38.0948,720,846,"Poca magnitud, coincidencia justa",Germacrene D,710,761,0,362,229,7,4,840.1930062402027,10875.291881768877,1433.7514173893487,9103.652441794098,3580.5451861453707,5318.632689393984,9321.380356253749,4064.7862841114265,2234.2787835610516,460.9431054922244,1996.0864834477675,1767.244589542407,4650.4546818188755,2893.0028461455795,3570.213686947421,2431.0265159706396,0.0,False
1-Pentadecene,Fair,38.2527,788,864,,1-Pentadecene,783,827,0,364,231,8,3,2313.0042862136343,14444.917025322704,5463.188912237535,11340.052227688717,5533.953030172727,7180.459893741695,9298.251092368382,6520.390205412557,3661.280043043819,1494.2160744546582,3521.679929428837,2410.4166166884825,12559.922623912214,9926.667993801779,7397.8020594368645,6450.635077733444,0.0,False
2-Tridecanol,Fair,38.2527,745,852,,1-Pentadecene,737,824,0,369,232,8,5,2282.2237759184563,15524.119110676918,6222.841206054126,12700.421453415871,6580.495350714786,8916.706944524507,11087.314450451355,8296.6230932788,4827.931175314772,1544.8618934089009,3714.1639417009333,2500.1156116108214,14639.773098464942,11645.620547846003,9823.731519828996,7364.394964484779,0.0,False
"1-Isopropyl-4,7-dimethyl-1,2,3,5,6,8a-hexahydronaphthalene",Good,38.310116666666666,849,899,,"Naphthalene, 1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S-cis)-",836,888,0,365,231,8,4,2681.7977325054835,46764.14370575555,5169.622547769231,42798.38068256964,10439.98553476448,21455.847234451525,29390.581065593164,10947.162986950703,7697.893200494707,1412.8997505568977,4974.909145405549,5917.053000995581,15619.849715925338,11346.990428223226,11522.558237655701,8687.648283442693,0.0,False
"1-Isopropyl-4,7-dimethyl-1,2,3,5,6,8a-hexahydronaphthalene",Good,38.3173,893,910,,"Naphthalene, 1,2,3,5,6,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1S-cis)-",887,902,0,368,232,8,4,3621.679459003707,50991.460563816276,6839.431061118208,45190.884510624535,12539.730039951797,23334.587400336633,32178.06910959232,12545.978376664068,9251.115505119187,2413.3763316668737,6292.9959197763565,6974.539377489562,17203.86932588284,13405.049601976423,13236.173646072191,11316.347288745636,0.0,False
cis-Calamenene,Good,38.471599999999995,813,886,Cis-calemene meter mas componentes,"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-",808,886,0,363,230,8,1,1270.3579609239819,31405.801441930354,1743.8052012339024,29625.360356968744,6550.456919466426,16042.14983176458,22755.074731932742,8792.179802738749,6974.359960540267,1228.5624001447418,3685.8204828610787,3878.0509834824325,10241.195495060436,6810.064223106886,8139.206534491297,5866.607251011346,0.0,False
cis-Calamenene,Fair,38.471599999999995,742,880,,"4-isopropyl-1,6-dimethyl-1,2,3,4-tetrahydronaphthalene",730,880,0,367,232,8,2,970.9169424175575,29746.067819497628,1822.4853402176905,29060.676462968015,6164.315539837594,15724.12734677797,22069.970790992422,8233.065208530057,6273.087366359806,979.1136854574873,3389.733385951613,3483.48878478027,10695.577376921625,6510.197284015543,6772.595479730185,5476.820144007414,0.0,False
(Z)-1-Methyl-4-(6-methylhept-5-en-2-ylidene)cyclohex-1-ene,Fair,38.62591666666666,794,829,Inicio 38.55 acabar en 38.72,(E)-1-Methyl-4-(6-methylhept-5-en-2-ylidene)cyclohex-1-ene,790,860,0,167,91,6,1,3678.4907696916252,17648.99657047708,8177.885091691305,12779.617852999585,8797.650768344187,12046.323846268791,13032.843784430524,9899.723836409054,5674.520080148478,2245.6586726538985,5414.649007121204,3227.3114715096945,12467.098422839908,12179.882433360075,6814.005253178847,8761.918953384298,0.0,False
"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-, (R)-",Poor/No match,38.92018333333333,573,790,Inicio en 38.85 acabar en 39,"2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-, (R)-",550,723,0,168,92,8,6,441.2750095071583,7686.16179033342,3603.710383091094,7229.822986546773,4521.061577132532,4088.700421434479,5635.045265322878,4277.493119232042,3125.7359963781832,672.5882869781203,766.135244654618,870.6086264668546,10416.818514513818,7363.272736212239,5125.794474659759,7728.051715484897,10.101063782661072,False
2-Tetradecanone,Fair,40.07573333333333,746,798,,2-Tetradecanone,741,831,0,169,95,6,2,2093.632454087368,13483.442368520402,6196.667058200951,12116.488479435817,7547.597206587461,7157.917122996501,10216.87548473122,7980.2399228557315,5693.627355229179,1415.513577538428,3107.736593136214,2006.2747744777046,14185.995517107536,11542.150920616145,10142.089595495547,7669.513851211509,0.0,False
2-Tetradecanone,Fair,40.07573333333333,727,785,Baja magnitud,2-Tetradecanone,721,818,0,370,234,6,2,2062.2401152562097,13271.7328873208,5903.234748236438,11842.417229606608,7261.278266313697,6974.736206303861,9965.604112842891,7637.25357084614,5434.8610263124865,1429.9426742693438,3041.344637397807,1968.3286993999006,13817.948507920428,11231.177561842867,9772.569694832153,7453.22074149447,0.0,False
Dodecanoic acid,Good,40.1798,837,881,40.07 - 20.35,Dodecanoic acid,826,861,0,170,95,6,5,234.30540754963752,34230.14136982012,472.475898436259,4404.04568039425,683.4470116006096,2569.2307300724133,386.8968393768349,373.4691594624623,274.8235195227081,308.5870008916479,339.44659199152966,375.0310300731305,3156.887497997696,2265.545044829952,382.9193743906038,7377.370964046646,0.0,False
Caryophyllene oxide,Excellent,40.88316666666666,907,913,,Caryophyllene oxide,899,902,0,116,60,3,1,8348.089791858643,69382.54333371561,23935.0013151774,59700.17283502453,28997.78373846996,36058.847597089,47077.20633424711,22253.259732221526,20305.069741110023,4171.2200486587535,13568.72319751249,8060.726269575329,36871.43896018215,30959.877250432626,24568.119264742003,36313.29054880413,0.0,False
