compound_name,hit_match_factor,match_quality,retention_time,cluster,Exp_1.CDF,Exp_2.CDF,Exp_3.CDF,Exp_4.CDF,Exp_5.CDF,Exp_6.CDF,Exp_7.CDF,Exp_8.CDF,Exp_9.CDF,Exp_10.CDF,Exp_11.CDF,Exp_12.CDF,Exp_13.CDF,Exp_14.CDF,Exp_15.CDF,Exp_16.CDF,Exp_17.CDF
"2,3-Pentanedione",852,Good,3.2563,1,15.950843478051002,16.247937676393466,16.509655180547146,16.397677747196294,17.35870340582915,16.50083412548809,15.395495103871289,15.50162258024676,14.30965049049035,14.383133812923134,12.88726836982387,16.68405273697429,16.238037058158184,16.26558768367488,15.825353818161616,15.551034126429132,16.51399670126358
"2,3-Pentanedione",888,Good,3.2563,1,14.180367012225014,11.931033465318798,12.596501887452357,14.423231725278368,17.323054665573608,16.416216566311387,15.267521340782498,15.394561381871258,10.208561536837822,13.971136886217714,10.133753695914296,13.618970669488474,16.143428722012118,13.17896582573431,15.716173260075568,15.41927200879968,13.545784787419814
"2,3-Pentanedione",821,Good,3.2563,1,14.143344560912537,11.238734639960883,12.57341129022338,14.38346622744522,17.36399791520356,16.421110749683205,15.224405782211576,15.324190493202352,8.541250974983875,14.144502984577953,10.283284117956455,13.655875457448332,16.073142731538063,13.144558543807117,15.741428744208353,15.365229107645584,13.5243005190056
"2,3-Pentanedione",820,Good,3.2563,1,14.763459371947109,12.807903564335966,14.15615429448928,15.250741544494105,17.389919290062377,16.469794873884638,15.309739223299712,15.405629971872324,7.967617526573916,14.119338651436372,10.890061813120914,15.271496544311564,16.11846935427041,14.574253919138078,15.77662598073194,15.46336137136814,15.050899643776086
"2,3-Pentanedione",857,Good,3.2563,1,15.868517828326803,16.19344600305276,16.486097658129022,16.387781841287218,17.35544008642729,16.485231060063263,15.371639986714491,15.441338700332512,14.005128284217871,14.329053682962751,13.012090567365073,16.670822961608504,16.172291507663605,16.24793087301523,15.810563984848503,15.510222687488216,16.482983571963732
"2-Propanethiol, 2-methyl-",750,Poor/No match,3.2886,1,8.687536977678311,8.155684203829201,6.19592092645893,6.781138672866271,10.121181593426984,12.485705688958005,11.023838660070654,12.400825236519443,0.0,9.044168971673296,0.0,4.5999861284564645,14.336047361000263,0.0,11.091396038001283,11.516690668317612,8.719370596114038
"Ethanol, 2-nitro-, propionate (ester)",716,Fair,3.2957666666666667,1,0.0,13.683998216929012,13.744703737043006,13.522203801930466,11.874629899164688,14.172776064317269,13.04062069223377,14.080012069976036,0.0,11.092286876312912,0.0,15.640216182206895,15.23899141537516,11.99067112752732,12.768324071658864,13.275110346852529,15.10680804680553
"2,3-Pentanedione",786,Fair,3.36755,1,15.835224948718864,16.211274342215233,16.53631626099978,16.367980541098316,15.23130142845556,14.366796298778995,13.37968254190029,13.656261462739533,13.191220184858166,12.827443534508696,11.766602015404883,16.753547893263136,13.29655852421433,16.325298634084874,13.891481919523718,13.554696273309911,16.518523050464136
"2,3-Pentanedione",766,Fair,3.36755,1,15.42030886471793,15.912640377227223,16.304363203175782,16.056514517881336,14.569604543961844,13.589647315888037,12.465669114144866,12.674525750924966,10.052742663269017,11.712706393619628,0.0,16.572093136542172,12.65574068169388,16.115540817311807,13.215262556679482,12.499874260669396,16.32968647227118
"2,3-Pentanedione",782,Fair,3.36755,1,15.503339425335488,16.01598420065273,16.392632302906033,16.165802017823612,14.24827935994449,13.244164444588352,11.96416144338636,12.54784326200694,0.0,11.606868485829542,10.557261965711266,16.692995157119025,12.560872369568823,16.222174387632474,12.776665148271295,12.266616197766506,16.4425229835869
"2,3-Pentanedione",831,Good,3.36755,1,15.146197485833198,15.701048153966418,16.109493107135194,15.84509087687332,13.934692676739855,12.978164136862327,11.619858355371548,12.3146658110669,0.0,11.273208493161585,9.94992473344032,16.41701707328452,12.528462535387083,15.93474965091934,12.475400921083931,11.82400675890522,16.17262407146003
"Butanal, 2-methyl-",794,Fair,3.4142,1,14.741555937288394,14.49740625450822,14.375388704199771,14.712944048407476,13.1787066723355,13.908173199108369,13.599295141572236,13.554942109876707,14.63159092047478,12.944781976268429,12.562853896115296,13.902787136588724,13.175937583951807,14.337412779877871,13.234357931186652,13.73213192835146,14.33367612196538
"Disulfide, dimethyl",917,Excellent,3.6115666666666666,1,8.181906397981598,7.7084161350698785,8.400131267373611,8.797580751002249,9.08480460016754,9.131493150134569,9.71193397511182,8.997650010630567,7.634964920680916,8.336627646753465,17.87672289085813,9.1965088486504,9.121823576917182,9.290797951320013,15.899618519620974,8.3548115621123,9.09280315637822
"Disulfide, dimethyl",925,Excellent,3.6115666666666666,1,6.01420746749224,3.543247174314574,3.708111934419557,7.237672189143916,5.311795517301106,4.951869113942724,7.24045854263765,5.774373852068505,5.396796527936787,5.218121608503149,17.85469224040417,6.802918587961364,5.771194064547297,7.095970132839519,5.198638212728623,4.187630808542785,7.933145502973063
"Disulfide, dimethyl",909,Excellent,3.6115666666666666,1,8.052976981093618,7.705350202947745,8.644376249658787,8.974068793698182,8.676654478555047,8.572450735884168,9.760906740365323,9.191138514276435,10.018657205064686,8.223395622697792,17.876627408507975,9.419311845430885,8.571425184167667,9.652126635350855,8.518759908125396,8.618850755817856,9.213591800996063
"Disulfide, dimethyl",962,Excellent,4.2324,1,5.956070633193554,5.2563744321690855,7.623703037939358,5.644714894381588,17.486696859831106,17.696757531029384,17.375856790509168,17.05307746131397,7.7003203162441665,15.12718116814017,6.771854038933142,5.2287757964087405,19.181993619483357,5.104481915023511,17.46051785221928,17.967598773845776,7.40647982529322
"Disulfide, dimethyl",943,Excellent,4.2324,1,18.27165189263784,18.33056120081686,18.04015542923864,18.960668911779685,17.562394487329616,17.762909479175786,17.53627524924065,17.174226260944135,7.761230954906815,15.2382388960223,17.876385390096853,19.16528061152206,19.27747635386537,18.42826176011182,18.144353098940904,18.07315040891399,19.275942654657943
"Disulfide, dimethyl",959,Excellent,4.3759500000000005,1,18.331893393788132,18.36199446929053,18.060561906906223,18.9907788295036,14.501907410147236,14.865984743646028,14.660260473706186,14.441721380290351,0.0,12.23647481638181,11.122408058815688,19.17119908603844,16.548657249330116,18.437713080339915,14.805455886683111,15.371795503809462,19.28615522919069
"Disulfide, dimethyl",933,Excellent,4.3759500000000005,1,18.176581798420838,18.247339940382485,17.995156370496087,18.897770959013453,14.198868586324195,14.510167654600169,14.34826663120365,14.100029862717308,7.549995329337752,11.794781390708144,6.409507918202061,19.152642245563698,16.20901328860224,18.40450497027705,14.376326480191738,15.02147293807436,19.250053037693608
Toluene,848,Good,4.734816666666666,1,8.116767835462246,7.575180851454134,8.105983755019883,8.372781568724628,13.546219208382938,15.302648432328384,8.914805124704692,15.156260598231018,6.968942839530963,13.944209186698911,0.0,8.913180762957218,0.0,8.518921151412092,15.940996095783555,0.0,8.360045076657974
"1-Penten-3-one, 2-methyl-",850,Good,4.831716666666667,1,9.0678340816469,0.0,0.0,8.92640975180163,15.366884806489333,14.061740736485463,11.411150647430944,13.981029319975088,0.0,12.527760230278911,8.667283196906437,10.102691411603118,14.056724802544116,14.76259809365821,14.363922975359555,13.669604841853122,10.62095848530138
Toluene,905,Excellent,4.842483333333333,1,5.317208627622359,13.089115733002496,14.215833086187232,14.507807404461207,10.43336839249054,12.255347598687246,13.489151261522956,13.064647456654386,0.0,11.986835097270175,0.0,14.394863669135397,14.704832136424605,17.038499475435714,13.656923805197918,16.170416622257875,13.419183295266723
Toluene,889,Good,4.842483333333333,1,13.035791857563702,13.576171192640768,14.4974891665305,14.946150882111995,13.68694655978561,15.346569301972538,13.78171343447438,15.223160968858378,9.166613533215942,14.030454545229397,0.0,14.563335832872784,14.78201363450926,17.05345130942744,15.99542973416054,16.218515514183796,13.958561617966945
Hexanal,811,Good,5.0578,1,12.422550178743029,12.642545454971684,12.716240338333078,12.703929445480936,12.427297119105065,12.103233035481797,11.554779820842883,12.472541064301923,10.016048838467466,11.469370504975954,15.33697605725115,12.630398624645265,12.605234591879029,12.882673246795688,12.360804088884214,12.4185945177391,12.475667298230295
Hexanal,782,Fair,5.0578,1,8.29149610327695,9.948556885084685,9.874245321430664,9.69485689895715,10.016059745458398,10.268402353484696,9.599018335031063,10.240662527938596,5.97260431325373,9.55573801803543,15.39792479437551,10.483817906584816,9.84259043747197,9.461920632540254,9.14302648455096,9.365419973025553,10.34927909828636
Hexanal,913,Excellent,5.8437,1,15.386264367076068,14.689412992005002,15.678237747229614,15.488934170104422,15.502573528180802,15.67314760714755,15.264239501870994,15.540532552670529,11.644500897850182,14.252031523380785,12.755540423452986,16.14446763486749,15.426270084695778,16.242613969875332,15.590634994020464,15.481152089400776,15.643197152198436
