metabolite,mean_c0,mean_c1,log2fc,effect_size,p_value,p_adjusted,significant
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",-0.912798158580518,0.11267284885626525,,-27.19765156617228,0.016163494588165878,0.035508779449592756,True
Caryophyllene,-1.3448654057260665,0.5115561835742232,,-3.2715481812216236,0.016163494588165878,0.035508779449592756,True
"1H-Cyclopropa[a]naphthalene, 1a,2,3,5,6,7,7a,7b-octahydro-1,1,7,7a-tetramethyl-, [1aR-(1aα,7α,7aα,7bα)]-",-1.3371417897848965,0.295156092116558,,-4.039529024457751,0.02279418088361234,0.045752348680056426,True
trans-α-Bergamotene,-0.8219754000549997,0.3999497032786981,,-3.8644397974784064,0.015725054666416348,0.035508779449592756,True
Erucin,-0.837992427831888,0.1886824946195175,,-8.710561647454453,0.01447981019775965,0.035508779449592756,True
α-Cubebene,-1.011582766112516,0.4290579171762601,,-2.273796767985401,0.010409879206759102,0.035508779449592756,True
"6,11-Dimethyl-2,6,10-dodecatrien-1-ol",-0.9119475458787718,0.21905056198828357,,-4.982857867702505,0.01447981019775965,0.035508779449592756,True
α-Cubebene,-1.5226843950962627,0.631315134208986,,-2.158335629299949,0.010409879206759102,0.035508779449592756,True
"5,9-Undecadien-2-one, 6,10-dimethyl-",-0.989149868155443,0.3422726123830966,,-4.672917737513243,0.012619651968786677,0.035508779449592756,True
"5,9-Undecadien-2-one, 6,10-dimethyl-",-1.0128356859236394,0.3347489687582426,,-4.79918205444188,0.012619651968786677,0.035508779449592756,True
"5,9-Undecadien-2-one, 6,10-dimethyl-, (E)-",-0.9754982626029115,0.3267787378963288,,-5.023870169375227,0.012619651968786677,0.035508779449592756,True
Humulene,-1.03497371251219,0.3389559251227355,,-4.152927843184419,0.012619651968786677,0.035508779449592756,True
"4,8,12-Tetradecatrien-1-ol, 5,9,13-trimethyl-",-0.9557251945371229,0.2606564481309748,,-4.3969253385950235,0.01447981019775965,0.035508779449592756,True
"cis-Muurola-4(15),5-diene",-0.934567022946423,0.4910606087141366,,-3.0821492561834964,0.01447981019775965,0.035508779449592756,True
"Tetradecane, 2-methyl-",-0.9834148954329913,0.15785484021855836,,-5.450147062887125,0.015725054666416348,0.035508779449592756,True
"Tetradecane, 3-methyl-",-0.985044801768612,0.19497254061331953,,-5.688814710772979,0.015725054666416348,0.035508779449592756,True
γ-Muurolene,-1.2263196401428715,0.5038578441010629,,-2.89061318045145,0.010409879206759102,0.035508779449592756,True
"Acetic acid, trifluoro-, 3,7-dimethyloctyl ester",-1.2844996507647248,0.1875512505604378,,-3.7939993334279105,0.01447981019775965,0.035508779449592756,True
Germacrene D,-0.4446729434375576,0.5616403356822217,,-1.77322957176261,0.14370394977770326,0.19946966163173735,False
trans-β-Ionone,-0.9450691515967855,0.06646034512247204,,-14.394069261719832,0.012619651968786677,0.035508779449592756,True
"2H-Indol-2-one, 1,3-dihydro-",-1.0919005872172043,0.10952105262826298,,-9.103763877176867,0.01447981019775965,0.035508779449592756,True
1-Pentadecene,-0.954785587492161,0.2038909631819318,,-4.722511153946888,0.012619651968786677,0.035508779449592756,True
1-Pentadecene,-0.9201760194614376,0.22442282621441428,,-5.815860341206021,0.012619651968786677,0.035508779449592756,True
"Naphthalene, 1,2,3,5,6,7,8,8a-octahydro-1,8a-dimethyl-7-(1-methylethenyl)-, [1S-(1α,7α,8aα)]-",-1.0200745044926647,0.2936192131477383,,-4.51770093454945,0.015725054666416348,0.035508779449592756,True
1-Pentadecene,-1.0823173186255903,0.18115141710477206,,-4.637991835001396,0.012619651968786677,0.035508779449592756,True
"Pentadecafluorooctanoic acid, pentadecyl ester",-1.0633464861072166,0.14325543818039715,,-5.3240928631066256,0.012619651968786677,0.035508779449592756,True
2-Tridecanone,-1.0287096713001689,0.1776652622318914,,-4.546464069765876,0.012619651968786677,0.035508779449592756,True
α-acorenol,-1.3129079155939583,0.11222693745019463,,-4.206344476118554,0.015725054666416348,0.035508779449592756,True
Pentadecane,-1.0186879593644471,0.17297465950917687,,-4.815032762498337,0.012619651968786677,0.035508779449592756,True
Pentadecane,-1.0017546231274268,0.17874495117699116,,-4.679018457137084,0.012619651968786677,0.035508779449592756,True
8-Heptadecene,-1.0088595290085445,0.1884106905543278,,-5.965406551667553,0.012619651968786677,0.035508779449592756,True
"2,4-Di-tert-butylphenol",-1.2921945463610223,0.32057146618972515,,-4.354954476324733,0.010409879206759102,0.035508779449592756,True
β-Bisabolene,-0.8392654534267467,0.5796174687346335,,-3.1213351847093933,0.01447981019775965,0.035508779449592756,True
"cis-muurola-4(14),5-diene",-1.0168949394659224,0.54056244982696,,-2.54198638083187,0.010409879206759102,0.035508779449592756,True
1-Pentadecene,-1.0499119444013911,0.2439892355781806,,-4.136066642432305,0.012619651968786677,0.035508779449592756,True
2-Tridecanol,-1.0281135187574526,0.26601234675904994,,-4.540133979862678,0.012619651968786677,0.035508779449592756,True
"1-Isopropyl-4,7-dimethyl-1,2,3,5,6,8a-hexahydronaphthalene",-1.0553255473033794,0.45160919736164473,,-2.9566252429204476,0.010409879206759102,0.035508779449592756,True
"1-Isopropyl-4,7-dimethyl-1,2,3,5,6,8a-hexahydronaphthalene",-1.1289921848656943,0.47502081086719483,,-3.4435197614371837,0.010409879206759102,0.035508779449592756,True
cis-Calamenene,-1.1174669970670916,0.5762894965405035,,-3.124835951923318,0.008127515489292213,0.035508779449592756,True
cis-Calamenene,-1.0716799313247747,0.5368300476345313,,-2.935326935562985,0.008127515489292213,0.035508779449592756,True
(Z)-1-Methyl-4-(6-methylhept-5-en-2-ylidene)cyclohex-1-ene,-1.1438318257676423,0.23628941714715196,,-3.5564814964595,0.012619651968786677,0.035508779449592756,True
2-Tetradecanone,-1.085549024246918,0.20406842302041645,,-5.509099100803173,0.01447981019775965,0.035508779449592756,True
2-Tetradecanone,-1.0656062192527809,0.21115686674619633,,-5.658390712942782,0.01447981019775965,0.035508779449592756,True
Dodecanoic acid,-0.10968433750528844,0.6353957230708229,,-8.6226921508264,0.03744058509340718,0.0639339572744416,False
Caryophyllene oxide,-1.1582003029798338,0.3528625887101958,,-3.546620651078597,0.015725054666416348,0.035508779449592756,True
2-Tetradecanone,-0.9822778788255211,0.19425974632265483,,-7.756180743114657,0.01447981019775965,0.035508779449592756,True
2-Tetradecanone,-0.98654220353841,0.19358372436217658,,-7.7770490173188636,0.01447981019775965,0.035508779449592756,True
Hexadecane,-0.9693246193107348,0.2279680448554903,,-5.674924500205744,0.012619651968786677,0.035508779449592756,True
Hexadecane,-0.9602463227418481,0.22890742322611302,,-5.603598952946428,0.012619651968786677,0.035508779449592756,True
Pentadecane,-0.9994443912592912,0.2471941820671218,,-4.818891052702605,0.012619651968786677,0.035508779449592756,True
"9-Octadecene, (E)-",-1.0241001499491973,0.22929407780999195,,-3.9218556883935896,0.010409879206759102,0.035508779449592756,True
"(1R,3E,7E,11R)-1,5,5,8-Tetramethyl-12-oxabicyclo[9.1.0]dodeca-3,7-diene",-1.6486085860287885,0.18870817705128456,,-2.878477172720675,0.015725054666416348,0.035508779449592756,True
"Caryophylla-4(12),8(13)-dien-5α-ol",-2.68341355293026,0.2834957101127376,,-2.5929439711589315,0.015262230448710447,0.035508779449592756,True
2-Tetradecanone,-0.9573816826251401,0.21332895261008405,,-6.207726767755881,0.01447981019775965,0.035508779449592756,True
γ-Dodecalactone,-0.9928249684356776,0.13320942996306545,,-10.945009884680836,0.015725054666416348,0.035508779449592756,True
γ-Dodecalactone,-0.9852000069531028,0.13350516010789756,,-11.405165704321734,0.015725054666416348,0.035508779449592756,True
"2(3H)-Furanone, 5-heptyldihydro-",-0.9892850264156612,0.13330753818329177,,-11.160724775531035,0.015725054666416348,0.035508779449592756,True
Heptadecane,-0.9686477960516163,0.20701058191230476,,-5.8841837451714305,0.010409879206759102,0.035508779449592756,True
2-Pentadecanone,-1.092244921464058,0.12842831781839673,,-6.483045697010031,0.012619651968786677,0.035508779449592756,True
2-Dodecanone,-0.9250620899471615,0.19351350427826836,,-8.278407449792072,0.015725054666416348,0.035508779449592756,True
2-Hexadecanone,-0.9315123793208895,0.188471262283892,,-8.910054268780494,0.015725054666416348,0.035508779449592756,True
"Sulfurous acid, di(2-ethylhexyl) ester",-1.3349501527191965,0.17074850127559188,,-4.464200510640715,0.016163494588165878,0.035508779449592756,True
Octadecane,-1.0006431009562287,0.19490970182089984,,-5.432601285328407,0.012619651968786677,0.035508779449592756,True
2-Hexadecanone,-1.010964031504103,0.20420769343926765,,-6.307503073874104,0.015725054666416348,0.035508779449592756,True
"2-Hexadecene, 3,7,11,15-tetramethyl-, [R-[R*,R*-(E)]]-",-1.0430213169268865,0.10214003711862803,,-7.323180772479086,0.01447981019775965,0.035508779449592756,True
"2-Hexadecene, 3,7,11,15-tetramethyl-, [R-[R*,R*-(E)]]-",-1.0323306102820036,0.112584829684059,,-6.732529268699093,0.01447981019775965,0.035508779449592756,True
trans-Geranylgeraniol,-0.9767729928262794,0.20390939631872382,,-5.385669259040958,0.01447981019775965,0.035508779449592756,True
"Indole-3-propionitrile, α-formamido-",-2.032657574529733,0.4005012676453751,,-2.147995952800083,0.01447981019775965,0.035508779449592756,True
"1-Naphthalenamine, N-phenyl-",-2.5064900639750824,0.19163177915863802,,-2.163942856377896,0.014370525236959367,0.035508779449592756,True
