compound_name,hit_match_factor,match_quality,retention_time,Exp_1.CDF,Exp_2.CDF,Exp_3.CDF,Exp_4.CDF,Exp_5.CDF,Exp_6.CDF,Exp_7.CDF,Exp_8.CDF,Exp_9.CDF,Exp_10.CDF,Exp_11.CDF,Exp_12.CDF,Exp_13.CDF,Exp_14.CDF,Exp_15.CDF,Exp_16.CDF,Exp_17.CDF
"Butanal, 3-methyl-",808,Good,2.29095,0.619441935588058,0.5523523688275681,0.6240726723287647,1.1556666955941401,-0.008358459852583888,0.22779473357032104,0.0,-0.5842061179186827,0.17603441452918545,-3.405754982892554,2.7553897033678942,-0.47309535573961214,-0.2850418940754279,0.42740710481594574,-0.9596422420539914,-0.19142340337695293,-0.4476476311724319
"Butanal, 3-methyl-",829,Good,2.29095,0.6004115331140998,-3.9760126316951196,-3.9760126316951196,-3.9760126316951196,0.03905214019742107,0.22431041129219315,-0.3420204442222859,-0.1925923870977123,0.3719477910445919,-0.7756895887078069,2.6312829168870993,0.04069741881160882,0.0,0.12766707679402006,-3.9760126316951196,0.25190035861632626,-0.4927823406788917
"Methylamine, N,N-dimethyl-",812,Good,2.3699,0.500889204266141,0.6845073518811976,0.7387273669110802,0.6888168963367486,0.0,-0.13311024290858176,0.8158460391277337,-3.4465512966421303,-0.7686794472595894,-3.4465512966421303,1.1518726485915873,-0.6750035757631381,-0.1994240292732845,0.03251783285265204,-0.2971815476153996,-0.31118310366325147,1.1034311658167164
"Butanal, 2-methyl-",936,Excellent,2.384266666666667,0.45034976779363056,0.09862945615961753,-0.36777303731598227,1.32446265099922,0.05111924644614502,0.3570232382795479,0.5622508622580236,0.1830148003116019,-1.7205823487356215,-2.146219717409673,4.7079681961935504,-1.9148098301562841,-0.18448977885378243,-0.2975243303153864,0.0,-0.6429767617204522,-1.2255670056001258
"Butanal, 2-methyl-",909,Excellent,2.384266666666667,1.0929514446764623,0.8746629732228134,0.39945060606571503,1.586936604067749,-1.1184803866976,-0.600549393934285,-0.5872428298028162,-1.197471683118976,-0.6328107973743379,-1.3631423214035074,4.046261507369122,-0.2749401174395963,-0.06594199961609269,0.36554207724211174,0.1259123289323117,0.3808960853099021,0.0
"Butanal, 2-methyl-",935,Excellent,2.384266666666667,0.539049544798094,0.39457973592884166,0.0,1.7556105275093628,0.3141671655219363,0.6971942773344895,-0.13329493584130694,0.510309773887492,-3.378516781570832,-3.5469123445832085,5.143663796785488,-2.487437065394155,-1.3730317579118398,0.0970395244093379,-0.4690972950739512,-0.489690226112508,-0.40958602369346725
"Butanal, 2-methyl-",858,Good,2.384266666666667,1.6033455702386585,1.6081933989952761,0.18805572853047092,2.217716973531815,-0.5489176243561507,0.0,-0.9093635560293237,-0.31386030397528875,-1.0092059518119196,-0.5181119743335793,2.6743468029994437,-0.17121117602166797,-0.024050376386920827,0.47127141680052015,0.35515411031678534,0.48188802566642075,-0.7496906968596537
"Guanidine, methyl-",806,Poor/No match,2.506266666666667,3.034077491478625,1.9985410399253178,0.017116302695119837,2.836029603306271,-0.5246546793323863,-0.3583966579743219,-1.3365414704572518,-0.7815257892490269,3.1794830889300574,-1.3839661827646206,-1.7227627611489902,-0.04868043195910477,0.04862956208625423,0.0,0.19867819299526465,0.4267906147849743,-0.5732093852150257
"Furan, 2,3-dihydro-",922,Excellent,2.552916666666667,-0.7427724524381955,-0.6572442921423503,-0.7090893795391254,-0.45822364266385857,0.44363259020180906,0.5007997516165174,0.22800049955732768,0.3703006969250517,-0.8328722054236875,0.0,-0.0903108186429291,-0.40930005185683904,0.27679597122409505,0.43051029821890846,0.34275570785764975,0.2610882683052253,-0.7796101526904343
"2-Butenal, (E)-",927,Excellent,2.552916666666667,-0.6684261642399236,-0.6076498724297131,-0.6527870398691799,-0.435543837213866,0.45458388040328745,0.5133413664505933,0.23173658519128262,0.3791521126737655,-0.8401896841633903,-0.0311624185574735,0.0,-0.670613827919336,0.27769639164810783,0.4358946849837482,0.3472129601308202,0.0664792902753622,-0.7326351847524608
"2-Butenal, (E)-",939,Excellent,2.552916666666667,-0.8965318298830173,-0.9141864211311427,-0.6255624425847528,-1.561724451556608,0.2221046591696742,0.25416849468548275,-0.05905840629284734,0.0,-1.5207716722933997,-0.35275212058958455,-1.5987000360886028,0.2960560219957856,0.016272115710874276,0.23217052437003305,0.10346817011698269,0.00713623359396017,0.053261636690429624
"Butanal, 3-methyl-",895,Good,2.6139333333333337,-0.34685284257384885,-0.3632631912658324,-0.36583792744799687,-0.4123460628995193,0.6627133545977992,0.7514895551723398,0.7419811257941696,0.6367368087341676,-0.6052463097882157,0.0,0.14088507514076007,-0.46341120433393096,0.5759012389425606,0.5027755586555434,0.6467781439170226,-0.27482688092551627,-0.36014365653391617
"Butanal, 3-methyl-",880,Good,2.6139333333333337,0.0,-0.08624038229474118,-0.09374400012611879,-0.12687151941237804,1.0557987220810805,1.1541893518920505,0.9103599369543759,1.027094597583773,-0.758980806216011,-0.5820618247918363,0.5134917027968733,-0.20474712760498995,0.10187816774910412,0.11322999157397462,0.9062559998738812,-0.08508891246363383,-0.08242234607296829
"Butanal, 3-methyl-",891,Good,2.6139333333333337,-0.23826355950367348,-0.2610531180673408,-0.12240133180284224,0.0,0.8289635084599791,0.8983814154368027,0.7674616806723142,0.8097873575511694,-1.5562034274729484,-1.5562034274729484,0.28101861257707994,-0.28620483443849837,0.23367800009042036,0.24788607216427705,0.7617364404963265,-0.042410082721517056,-0.17547177447973952
"Propane, 1,3-dimethoxy-",810,Poor/No match,2.6211166666666665,0.8077431019100144,0.6818982399107337,0.46970956417817955,1.173857609992243,-0.2428427732931039,-0.3181017600892662,-1.034436979920998,0.0,1.6852286609775167,-1.4210687249090157,2.0038541132936185,0.04727980524058069,-0.35414583567076985,-0.7223346768153153,-0.010595153012806224,-0.18781949238030246,0.387835097164538
"Butanal, 3-methyl-",871,Good,2.6534,-0.6891069459167043,-0.6379893978034106,-0.6076781998419567,-0.6032730407794441,0.3967269592205559,0.4703312051193729,0.4667739589853899,0.37551711172947216,-0.872296864131216,0.0,-0.08743874706440116,-0.14097880843519295,0.38644124353083925,0.467900967244812,0.3847698826847036,0.4337237577863653,-0.41772869474056495
"Butanal, 2-methyl-",786,Fair,2.7287666666666666,-0.7973551972948179,-0.8380012551971716,-0.6455631038294608,-0.37308529191634676,0.5554862555960518,0.7109462660442829,0.6162558102037828,0.5201750684791818,0.0,-0.2886899615392285,-0.005037574958049812,-0.6183690828823144,0.47867831201311684,0.6332189236627127,0.4532851751446606,0.5612029600766997,-0.4445137444039482
"Butanal, 3-methyl-",777,Excellent,2.757483333333333,0.8589550433246287,0.8432778620860836,0.7301323891469249,0.8528439532223216,-0.15672213791391643,-0.12391307816743723,0.0,-0.29603475995913037,-2.7049384659372797,-2.7049384659372797,-0.21696594798235458,0.8502469354789126,-0.0236397094072149,0.31759843770805096,-0.12463013093096763,0.6002827449273028,0.9228150376462538
"Butanal, 2-methyl-",904,Excellent,2.757483333333333,-0.5195369162777541,-0.4042891325125649,-0.5619333726149092,-0.44989755957521277,0.5501024404247872,0.6355103214631024,0.5875524133477255,0.46336503952942143,-0.6836725747739387,0.0,-0.22493856404774093,-0.48150055330245645,0.5056828579580284,0.6103663124253051,0.4705312168486247,0.5765398524701368,-0.34641782485389067
"Butanal, 2-methyl-",918,Excellent,2.757483333333333,-0.3369008836291611,-0.22255794081581365,-0.4032492283753009,-0.8467638839540219,0.7541247535878232,0.8409480076800964,0.7871253904312914,0.6578219871094821,-0.6074667355426162,0.1825558149054391,-0.09634439487606122,-0.3286354986351729,0.7058988972052879,0.07435433403680092,0.6713645013648272,0.0,-0.18092533943596126
"Butanal, 2-methyl-",903,Good,2.757483333333333,0.024117746990238935,0.0,-0.33829041840261614,-2.7607864614105027,0.7979641380941804,1.0242941616454901,0.8545858850386981,0.48829256045857217,-2.428394231214221,-0.8521926951250888,-0.5893675562520592,-0.030111091623804414,0.653353225765068,-0.43446343413805405,0.565536565861946,-0.29847624723192284,0.21367971936251565
"Butanal, 3-methyl-",898,Fair,2.757483333333333,0.3824478733336162,0.36641828222564243,0.24097725370441492,-0.8009695977202302,0.0765036509673092,0.07172854660698863,-0.3147016777267267,-0.7590227462955851,-3.629519864865694,-3.629519864865694,-3.629519864865694,0.3913454207679431,-0.020732579813661382,-0.035364589399971856,0.0,0.22014212062585853,0.4739445496447995
"Butanal, 3-methyl-",896,Good,2.757483333333333,0.9581313684710878,0.9292225437395869,0.7325662068119326,-1.8220699198324133,-0.1317707559344923,0.018453883462700243,0.03820826901745849,-0.16284175416789579,-5.283457351152864,-1.1155379655498878,-0.9841749550307416,0.9472461723480147,-0.16020361503875502,0.0,-0.2674337931880673,0.48373327890036033,1.0720374361058418
"Butanal, 2-methyl-",858,Good,2.757483333333333,-0.4292256200725832,-0.35639965762404446,-0.5527374091864705,-1.115722530292145,0.6670265949758242,0.7682202325577597,0.7045097552435642,0.5515864132470085,-0.8002379701365704,0.0,-0.3487043123854302,-0.4494208890042269,0.6097588744661158,0.12126489489864413,0.5707743799274168,0.02103805976745447,-0.2987504918370086
"2,3-Pentanedione",737,Fair,2.7718333333333334,0.04798678827252168,-0.00534889777046807,-0.055488928534923834,0.012750408027479255,-0.9749808628900737,0.0,-0.038265654383375376,0.025019137109926343,0.14042839861658638,0.05463614709399675,0.5467580241773319,-0.9749808628900737,-0.9749808628900737,0.0020677634166479664,0.02102172290828074,-0.9749808628900737,-0.9749808628900737
"Butanal, 2-methyl-",905,Excellent,2.82925,0.507555342006167,0.1851330084502631,-0.4986015379760457,0.5013984620239543,-0.3555610868112022,-0.12796404955474447,0.0,-0.4392204236927963,-4.574484094101568,-1.2309819926102983,-1.4062541501121517,0.342090365147796,0.0858660090656357,2.101294287522074,-0.7809836694822763,1.9586978308512386,0.7968436704164319
"Butanal, 3-methyl-",858,Good,2.8328333333333333,1.0085655618564113,1.0106311736280036,0.5850106463597023,1.4804610209786526,-0.34699643428024424,-0.15334076284493858,0.0,-0.371588136726481,-4.305426592575708,-0.8333059282725906,-0.43359960736305425,0.628411863273519,-0.11641509055947277,0.6021380284234227,-0.3935588405970618,0.5834899574165079,0.7948283234225674
"Butanal, 2-methyl-",935,Excellent,2.883083333333333,0.9622930167314292,0.9253521791274488,0.7948094827294905,0.9768676487057081,-0.14870844464770033,-0.04709998210719284,0.0,-0.22192300626849681,-1.0135030573249129,-0.7529445712887682,-0.04148775116862266,0.9209458545233793,-0.05472495099090951,0.6563179582022446,-0.07905414547662074,0.5267896071223831,1.0227665135410071
"Butanal, 2-methyl-",874,Good,2.883083333333333,0.9625932529900121,0.9258141562358978,0.7962539958792682,0.9762635451413697,-0.1311189544681676,-0.04933039127020479,0.0,-0.21589369586426496,-0.9989894808500291,-0.7213065512708691,-0.06439895528073805,0.9223385595921674,-0.06532639624913246,0.562531792146584,-0.07766144040783267,0.42714189586398177,1.0230851538119061
2-Pentanone,781,Fair,3.109166666666667,-0.5674163291255532,-0.6911955739126402,-0.858786366314094,0.0,0.49185243351280755,0.45939759545468956,0.3060215726341205,0.3690572573660096,-2.5180461572893917,0.113387534002472,-1.758064044319539,-0.657061838542553,0.5107662710819042,-0.6705696791211552,0.2607179965631539,0.32943032087884483,-0.49370322745895423
2-Pentanone,913,Excellent,3.17735,0.6931899841650857,0.5590814007672437,0.7537316603638123,0.6458857677924301,-0.25760009467304357,-0.34780259150502096,0.0,0.03997080406259487,-4.530573736337158,-1.2868797446093792,-4.530573736337158,0.6590970654454419,-0.18154720437477204,0.652197408494979,-0.40776074876921864,-0.23415528652458445,0.8219507338947891
2-Pentanone,772,Fair,3.17735,0.819470973229473,0.6683766255394423,0.8408376898153277,0.758864983389443,-0.2831727598318515,-0.2149971734473381,-0.12889663507657792,-0.10776778134051339,0.025619409038503436,-1.0004599739766384,-1.089639282742406,0.7212733989515655,0.0,0.7825147505085627,-0.29032104917677204,-0.24113501661055706,0.9606461033193062
2-Pentanone,861,Good,3.17735,0.8132789294637772,0.7230441016783471,0.8660648636811122,0.7923982915674948,-0.18672107053622283,-0.25078314582109723,0.0,0.07791036206555972,-1.2509262537566816,-2.171311147665397,-2.171311147665397,0.8238340904593235,-0.022330363751230806,0.8324309197944006,-0.1376552422317768,-0.05592223299674023,0.9105016108545021
2-Pentanone,796,Fair,3.17735,0.7141078936522827,0.33167591888909626,0.8420780666034997,0.6534475869910626,0.0,-0.03566516315013849,-0.3245847224479391,-0.3035938707638748,-1.3157597073137093,-1.2168325883017785,-4.611260238466739,0.587291514174459,0.003356241425030079,0.6896507222637801,-0.4584481573845306,-0.3465524130089373,1.072091632756101
"2,3-Pentanedione",852,Good,3.2563,-0.2874201979299778,0.009908430584526975,0.2718324499777071,0.15976665781974445,1.1215506396098553,0.2630044344277819,-0.8432067846888278,-0.7369955655722181,-1.929908212982156,-1.8563669065563617,-3.353412702537414,0.44636761948980935,0.0,0.027572365079150396,-0.4130088788124404,-0.6875450298796594,0.2761773964878929
"2,3-Pentanedione",888,Good,3.2563,0.0,-1.0040295223523836,-0.706986007870354,0.10840692887837618,1.4027938132315958,0.9980107054059458,0.48527042275531707,0.5419769756582481,-1.7728851107095733,-0.09339354039590005,-1.8062769039782811,-0.2505891145505795,0.8762470615070486,-0.44699300214424514,0.6855340843407114,0.5530069978557549,-0.2832569180061417
"2,3-Pentanedione",821,Good,3.2563,-0.0005216548930226161,-1.3085094169008096,-0.7074852614063171,0.10760859659174911,1.449785025771968,1.0251893289250857,0.48629581317410286,0.5312303084638037,-2.5232252369341786,0.0,-1.7387625744663857,-0.22003602654372084,0.8684943090461925,-0.45028941124991345,0.7191187137952083,0.5497105887500865,-0.27928611999986247
"2,3-Pentanedione",820,Good,3.2563,-0.3727658617871412,-1.8687459878130086,-0.8373480142245756,0.0,1.636449024339633,0.9325632877548329,0.045132618885809814,0.1184880575677708,-5.5715151384505,-0.8655116033789506,-3.335875247695972,0.015877361884403727,0.6638028703517483,-0.5175060916677684,0.40229619739625183,0.1626519857754244,-0.15287700338585167
"2,3-Pentanedione",857,Good,3.2563,-0.29162883398167233,0.02030874049811878,0.30126020778463175,0.20687504877372875,1.1358464011932103,0.3004282562343862,-0.7686415425780282,-0.701729377485839,-2.080520225719486,-1.7695453363240137,-3.0338563807736545,0.4786002096512959,0.0,0.07261531008468543,-0.3472656878237539,-0.6355993661626597,0.298270622514161
"2-Propanethiol, 2-methyl-",750,Poor/No match,3.2886,-0.006502661684597352,-0.11514436892055673,-0.515465733592521,-0.3959231492522314,0.28634830437761044,0.769350268774496,0.4707343028919163,0.7520117162326942,-1.78110814526579,0.0663466503574828,-1.78110814526579,-0.8414677582457839,1.1473200530921817,-1.78110814526579,0.48453426640747904,0.5714093133898622,0.0
"Ethanol, 2-nitro-, propionate (ester)",716,Fair,3.2957666666666667,-6.019414921618185,0.18540454143875493,0.21293061874065855,0.11204110486983455,-0.6350284618346269,0.40703408658395573,-0.10632608611889328,0.36497153816537303,-6.019414921618185,-0.9897710698080809,-6.019414921618185,1.0724244834555174,0.8904946700462938,-0.5824111740472953,-0.2297952173102132,0.0,0.8305579523566791
"2,3-Pentanedione",786,Fair,3.36755,0.49851324951542647,0.6261773380210935,0.736525023738509,0.6793771420617019,0.2934887312607718,0.0,-0.33511283411906634,-0.24121773299809154,-0.3990934585942518,-0.522591103557102,-0.8827335952818303,0.8102724590678186,-0.36333240350100604,0.6648871658809337,-0.16136331564605402,-0.2756978506546646,0.7304844502289968
"2,3-Pentanedione",766,Fair,3.36755,0.5147165348302487,0.6531425427772081,0.7632809873821257,0.6935948039701616,0.27552891414494657,0.0,-0.31602245952877406,-0.25729944520181397,-0.994451054038175,-0.5277286389767588,-3.820922649776504,0.8385570664917581,-0.2625811346257007,0.7101908876788754,-0.10526360051438943,-0.3064051960298384,0.7704009847009575
"2,3-Pentanedione",782,Fair,3.36755,0.5793965932903525,0.7108714187988571,0.8074680211756542,0.7492942650249153,0.257519123656803,0.0,-0.3282744296559956,-0.17858117430556678,-3.39664869944423,-0.4199071381355275,-0.6890932114740134,0.8845002191970844,-0.17523967991079717,0.7637517370230148,-0.11989664455391601,-0.25070573497508475,0.8202631745700459
"2,3-Pentanedione",831,Good,3.36755,0.5391663753769975,0.6771517176019676,0.7787275467032914,0.7129735802342986,0.23787827158434902,0.0,-0.3377959131521842,-0.16500483609149216,-3.227528635591027,-0.42400397347625657,-0.7530902897281871,0.8552054211091422,-0.11183590998899114,0.7352707447341364,-0.12503175786147144,-0.2870264197657014,0.7944275326953125
"Butanal, 2-methyl-",794,Fair,3.4142,0.7350974404351378,0.5211245235299717,0.41418827501299665,0.7100219652090302,-0.6345845189969256,0.004720348168543485,-0.2659805521415121,-0.3048515736288679,0.6387240389332399,-0.8395962518964225,-1.1743182323953136,0.0,-0.6370113495865876,0.3809061539518642,-0.5858117249870033,-0.1495623188028615,0.3776313448924847
"Disulfide, dimethyl",917,Excellent,3.6115666666666666,-1.0727113139446636,-1.6352535372410983,-0.81344367356819,-0.34124364395499396,0.0,0.055469526531392505,0.745077101915895,-0.10354624035375071,-1.7225191320858517,-0.8888907750805837,10.445463507256559,0.13271309088128136,0.04398134262960495,0.24473567213186861,8.096514065624183,-0.8672869091187186,0.00950288938625187
"Disulfide, dimethyl",925,Excellent,3.6115666666666666,0.12808165001026225,-1.1742525736364056,-1.0873596276223272,0.7729159611202379,-0.24212871895358173,-0.43183005668121816,0.7743845251939242,0.0016759258027043873,-0.19732843401940284,-0.2915001061131261,6.368679116066635,0.5437765066187072,0.0,0.6982310550147658,-0.30176894498523416,-0.8346263714953759,1.139469280788468
"Disulfide, dimethyl",909,Excellent,3.6115666666666666,-0.735567058611642,-1.145559094136726,-0.03806903725572303,0.35077131028342246,0.0,-0.12289819787426845,1.278770278323418,0.6067839715214894,1.5827619277678804,-0.5345748159099142,10.850474892772151,0.8758922634416668,-0.12410773655833315,1.1504747053603963,-0.18622131664910632,-0.06817387910204001,0.6332654433330338
"Disulfide, dimethyl",962,Excellent,4.2324,-0.15161525363565687,-0.2124348817067328,-0.006659796585280585,-0.1786791996805442,0.85066030181811,0.868919386083444,0.8410257607391929,0.8129688430055536,0.0,0.6455643379034913,-0.0807049882219072,-0.21483383536655778,0.9980204250275603,-0.2256378209052698,0.8483847463643432,0.8924616943456335,-0.025541469777444144
"Disulfide, dimethyl",943,Excellent,4.2324,0.2292516300864769,0.2972866627419217,-0.03810627877102694,1.025005252841954,-0.5898778457617558,-0.35830079215413396,-0.620043252065935,-1.0381777626049224,-11.909353521207619,-3.2740716758846373,-0.22724616693836963,1.2613136411760202,1.390889785084085,0.41012215423824416,0.08223279972013119,0.0,1.3891184983573095
"Disulfide, dimethyl",959,Excellent,4.3759500000000005,0.7668474427195013,0.7746454729300093,0.696555896771278,0.9375393016387907,-0.22535452706999073,-0.13103610162504845,-0.18433134258406964,-0.2409464111220154,-3.9822406252207903,-0.8122409260177429,-1.1008527475898136,0.9842792465598483,0.30487958626038003,0.7942612509912932,-0.14671679898640494,0.0,1.014059959116565
"Disulfide, dimethyl",933,Excellent,4.3759500000000005,0.7793333790502714,0.796811122073134,0.7345200626011179,0.9574720139870561,-0.203188877926866,-0.12629588769638903,-0.16628654323955436,-0.22760271588271871,-1.8455058601926415,-0.7970147903187458,-2.1272140189999007,1.0204269577820158,0.29333055533107805,0.8356319549628167,-0.15935556941409804,0.0,1.044488086936916
Toluene,848,Good,4.734816666666666,-0.04287591503499604,-0.13357822703398922,-0.044681979541322525,0.0,0.8664217729660108,1.160579860546755,0.09077542691567188,1.1360635494218234,-0.23510797373536343,0.9330751679913746,-1.402232085648694,0.0905033868364804,-1.402232085648694,0.0244747352054578,1.2674871730269086,-1.402232085648694,-0.002133044757931415
"1-Penten-3-one, 2-methyl-",850,Good,4.831716666666667,-0.45675880381749856,-2.224259238383316,-2.224259238383316,-0.48432520635739723,0.7710509237606942,0.5166524984992711,0.0,0.5009202450777787,-2.224259238383316,0.21764932013022562,-0.5348341034392033,-0.25504461673137613,0.5156747936426027,0.6532634766245451,0.5755538010285098,0.44021744709329724,-0.15402410072558903
Toluene,905,Excellent,4.842483333333333,-3.3645674982040243,-0.13706962040261964,0.3308307053447612,0.4520810599648543,-1.2399416425791925,-0.4833147372823703,0.029056119629857505,-0.14723074416750856,-5.572684415813411,-0.5948219280833016,-5.572684415813411,0.4051780719166984,0.5339009911174092,1.5030204468734885,0.0987282761960931,1.1425252005461426,0.0
Toluene,889,Good,4.842483333333333,-0.9514930340023661,-0.5997326730230482,0.0,0.2920567031084537,-0.5276233590557974,0.5527093942274157,-0.46593478607465416,0.47237664094420256,-3.4701377632124815,-0.3040165608022116,-9.43715218455797,0.04286294019467445,0.18521143031752405,1.6638056040886076,0.975085612257842,1.1203034794420892,-0.35081531938555616
Hexanal,811,Good,5.0578,-0.17743537717985594,0.6034058577574272,0.8649751274205575,0.8212794038457677,-0.1605868028013162,-1.310805132908564,-3.2574600464388546,0.0,-8.718961861893568,-3.5606079904309076,10.166895379004831,0.5602924502549971,0.47097637602816417,1.455704528551297,-0.3965941422425729,-0.19147542056737374,0.011096112621954757
Hexanal,782,Fair,5.0578,-1.9917951549294861,0.13607390104331016,0.04064874915006858,-0.18970796278945634,0.22275584376733135,0.546794667821122,-0.3127764203777846,0.5111733333198983,-4.969536308610533,-0.36835364981847846,7.1337299171015935,0.8234146292910665,0.0,-0.4888266666801017,-0.8983258215010631,-0.6127453361197898,0.6506503166305313
Hexanal,913,Excellent,5.8437,-0.27092685142954903,-2.109790308781436,0.49953755244582987,0.0,0.03599177392142712,0.4861056027869009,-0.5929281755871083,0.13615870407029135,-10.144756990477498,-3.2639600906720876,-7.212926680038321,1.7298330412294045,-0.16535907206121353,1.98882328703402,0.2683698925939792,-0.02053548911579198,0.40707182441289164
Hexanal,834,Good,5.8437,-0.17631288138578208,-0.03814420762236045,-0.03310515075805399,0.0,0.9363228698582882,0.9761623311196496,-0.042246700688396296,0.9442132107381349,-0.7629575754018156,0.7011036796076592,-0.2223141686279463,-0.0636771301417118,0.10474048478197288,1.0792508198736577,0.9612517297852893,0.02736991620732583,-0.0705188639496454
Hexanal,890,Good,6.05185,-0.4741598638117624,0.6128285606201151,0.8173284763510928,0.7817225868850008,-0.1220638619156057,-0.2644503698749391,0.7561573031603699,-0.08178494732790659,-1.9454186511776765,-1.9454186511776765,-0.2438426968396301,0.9111717898451515,0.0,0.10405448959902887,-0.1628956532390314,0.0783967868311308,0.8113098511767093
"Acetic acid, methoxy-",751,Fair,9.170366666666666,-1.8762432532173192,-1.2886680203510463,0.0,0.26558706427762047,0.20068419423022849,14.345995449740247,1.7343559347362336,1.5942319326619514,-16.22193450328952,0.4242075164454857,15.081543885317004,-0.8498303561138988,-0.3330113526680677,-0.394526529777815,-0.5757924835545143,-0.29472306481224114,0.29942652717166024
Methional,855,Good,9.8594,-1.344555309640407,-0.5928747031248679,-0.774592684545532,-0.28338307641290694,0.0018996873901334576,4.88041279537209,0.5019720518411813,0.45003050486191376,-4.449799949772764,0.40712529687513216,-0.908264825064335,-0.060502214023466866,0.0,0.6783542479910144,0.07816586686780594,0.24372173889863707,-0.0786115170745813
Heptanal,847,Good,9.866566666666667,-1.4359479122954175,-1.2523674331705632,0.032620351081754505,0.11286671276005072,0.9188647664676962,-0.07270946876120221,-0.24603349138557035,1.017163207758632,-5.5771671114372845,-0.31932550634752377,-0.11787766617131325,0.7225108880494405,0.0,2.60922595005918,0.7539665086144296,0.8575561692557145,-0.19163524408868476
Heptanal,868,Good,9.866566666666667,-1.368425969599391,-1.2790711925407177,0.036655871688087656,0.011801841353427727,0.6607147142275281,-0.47772136976772955,-0.15414288642550777,0.5858715173875944,-4.2757001532385575,-0.26891700879458147,-0.4141284826124056,0.6524004169712354,0.0,1.9676517056641964,0.5751927523319282,0.7260579284655165,-0.10422694240664758
Methional,893,Good,10.3331,-1.2294460362855333,-0.9017511500388996,-0.9140463903204402,-0.9842493417165822,0.11376568422757707,-0.5274602874014943,-0.37753059558684277,0.05125290684089319,-1.3210993500572308,0.0,0.08182455964945454,0.1192427454405888,0.09824884996110039,0.13206817541629437,0.09143774930447511,0.15522081144180258,-0.3357877500950622
Methional,855,Good,10.451516666666668,-6.618409266554982,-1.2137317508980916,-1.3357441944785877,-0.7683126518682449,0.1662799608291924,0.3879093985859503,0.32086312584557397,-0.2883733350688089,-10.110237379008767,-0.7442340743252622,-0.05925067775815619,0.23168734813175507,0.08674226666518652,0.33214365836296783,0.0,0.5100872396178999,0.1745797530682979
Methional,871,Good,10.451516666666668,-6.25354263971304,-1.2109465126701662,-1.3090122406537474,-0.784843507354192,0.15779731238992814,0.368824983628893,0.27824609322426447,-0.27155672869732916,-16.548020070128473,-0.6971390655658454,-0.056128942196618486,0.2151564926458081,0.07799690758922251,0.30825824127712165,0.0,0.47771539132102153,0.13768635012164995
Methional,869,Good,10.451516666666668,-6.646123234608044,0.26307681023253104,0.21396577279373935,0.4524587547488904,-0.7860342272062606,-6.646123234608044,0.9188364038159276,-0.022956031845341306,-4.1565126341137155,-1.3957341264642706,-0.043445809910622885,0.0266939512477029,0.13031657882904607,0.027347388246906325,-0.2385028571497377,0.0,0.8556774376218482
Methional,814,Good,10.738616666666667,2.3168894943648457,0.5700802298499694,0.44817559472370316,0.6945756682566495,-0.45329589051204633,-0.49876370791151337,0.7211538329432452,-0.08759292580392725,-1.1055270979344656,-4.74349979465299,-0.4299197701500306,0.010302098285098326,0.11487321767552713,-0.05903323080508189,-0.27949276321480265,0.0,1.0059067096090752
"Tricyclo[2.2.1.0(2,6)]heptane, 1,3,3-trimethyl-",848,Good,11.004166666666666,-7.946513483854053,-1.1282053817167432,0.0,0.5814704500544524,3.9549708595297908,3.5905820206230157,0.084526972200978,0.6046238583918999,-1.663504547793165,1.993130166888175,3.2810945770697755,-0.3493447039682941,-0.6929760032102401,-0.255534125002138,-0.39537614160810003,0.10294837271939394,-0.010773127937658286
Dimethyl sulfone,809,Good,11.126183333333334,-4.552996857173589,-0.6501325383252504,-0.441259900700282,-0.7712762518421957,0.5407305590676837,0.6139363142161366,0.48429917808841855,-2.4839332174079085,-3.5596249739866694,0.889321149760826,0.1800347699363358,-2.0221263416929887,0.0,0.22872374815780433,-0.12735866736716803,0.11038086412757794,0.09913217085859125
Dimethyl sulfone,781,Fair,11.126183333333334,-0.7501451035577068,-0.8507141262178215,-0.6761930539553208,-0.9624067721704604,0.375967700111556,0.4428960171002836,0.3238069460446792,0.30683889924006136,-3.9584205765027516,0.7449352345674021,-0.018446781186569627,0.0,0.011540234299171111,0.052672664884409165,0.33301671954490264,-0.07119301576844231,-0.10150430637280324
trans-β-Ocimene,874,Good,11.140533333333334,-13.776525021227474,-0.06994679741793548,0.7101829436775635,1.4104711199638185,2.472780367716004,0.4041291412170759,-2.459006217523636,0.570734495322421,-21.357226579286674,-6.019559313101559,-0.025261709089761344,-0.2898170563224365,0.6753745354419834,0.8120100075066475,0.0,2.4384234155700275,-0.2342473595870775
"Bicyclo[3.1.1]hept-2-ene, 3,6,6-trimethyl-",896,Good,11.140533333333334,-14.044349336922618,-0.07323626987100146,0.7082614604264177,1.4120115359991132,2.4594741254097654,0.38228076683849355,-2.4970169117102357,0.5987277323178876,-22.258284212467192,-6.074364306185012,-0.013918807912733507,-0.29173853957358237,0.6971667355620051,0.7670734972017266,0.0,2.430444759414372,-0.2539091438712656
"Bicyclo[3.1.1]hept-2-ene, 3,6,6-trimethyl-",893,Good,11.140533333333334,0.8320133328705407,-0.5002262582552423,0.24978773394836135,0.917722341395436,1.9536345408533449,0.0,-2.766493619599026,0.20136778473068648,-22.379058195684543,-6.047872881431822,-0.4126765538116968,-0.6660371540827946,0.2740229180276228,0.34659219248327705,-0.3877023776327434,1.9069351886162973,-0.653407807516723
