compound_name,hit_match_factor,match_quality,retention_time,Exp_1.CDF,Exp_2.CDF,Exp_3.CDF,Exp_4.CDF,Exp_5.CDF,Exp_6.CDF,Exp_7.CDF,Exp_8.CDF,Exp_9.CDF,Exp_10.CDF,Exp_11.CDF,Exp_12.CDF,Exp_13.CDF,Exp_14.CDF,Exp_15.CDF,Exp_16.CDF,Exp_17.CDF
2-Butyl-3-(4-β-diethylaminoethoxybenzoyl)benzofuran,842,Good,2.046933333333333,-3.167560092074472,-3.167560092074472,0.11062301755745718,-3.167560092074472,0.0013133992731512744,0.03918624126960737,-0.08933743743768874,-0.08390720595311595,-2.4566551415080067,-0.309825167559709,-0.9608137587303927,0.0,0.05028969284159494,0.14012793353931027,0.018375135270710004,0.03756213071684297,0.04417387088583334
Acetic acid ethenyl ester,820,Good,2.046933333333333,-1.6285935212479705,-1.5968700130488407,0.09850198334247358,-1.5548045807458732,0.0015874973865105182,0.03443580181101943,-0.07999267164289632,-0.076348566493909,-2.8495889317795293,-0.2848323978792361,-0.9655641981889805,0.0,0.04521120815568243,0.12306416707505638,0.015014243319604263,0.030614235598465024,0.04065883812994421
Tolycaine,873,Good,2.0541,-2.956929335238224,-2.956929335238224,0.12612400706159468,-2.956929335238224,0.0772815772281559,0.08018385579006498,-0.006759066073436596,-0.02995860257953316,-2.956929335238224,-0.2521835226613425,-0.9227184227718441,0.06067906634697572,0.10155639405020088,0.06607655382415406,0.006741877729273246,0.0,0.11802006835817735
"Heptane, 2,2-dimethyl-",873,Good,2.0612833333333334,-0.6397327277888873,-0.929220702813029,0.5535846327499484,-0.6331859649098552,0.0,0.3668140350901448,-0.1771737950576538,0.112377199914806,-1.3327653908726809,-0.012177578444064863,-1.0336045032760623,0.1719586830158236,0.2851556179856015,0.7174821591466877,0.5388699844142569,0.5930864572198328,-0.02223229350606797
n-Hexane,949,Excellent,2.0612833333333334,-0.9075241182224301,-0.97201312695332,0.42139919918367486,-0.7142301206828766,0.0,0.2857698793171234,-0.28314923670685865,0.09007489667243737,-1.2196351110352321,-0.0017853810277683481,-0.8526477056238843,0.1295730318032134,0.21587660330568745,0.5624570249239915,0.41731130658004206,0.46437388201014074,-0.08440225762060097
"Pentane, 3-methyl-",890,Good,2.0612833333333334,-2.246715216247128,-2.246715216247128,0.3508999672182024,-2.246715216247128,0.0,0.2325339544255529,-0.1719001664755902,0.07116279564508693,-0.950647226232433,-0.012234845390357801,-0.7674660455744471,0.1101541527710032,0.18182161448098935,0.45362684393811326,0.34135083975179636,0.37571550642747525,-0.022306676669805812
"Propanal, 2-methyl-",863,Good,2.0792166666666665,0.6112786711664526,0.5350897593100122,0.0,0.670773142061679,0.22310223599334505,0.11067829989253923,-0.776897764006655,-0.11392236751353686,-11.177429770778652,-0.9921580152069365,-2.452179145137678,0.12239525873443192,0.07232601155867352,0.281041426735539,-0.8754587437536598,-0.2506963545280581,-0.3708615941233331
"Propane, 2-methoxy-2-methyl-",825,Good,2.0864,1.0695150109352651,1.0534942061040666,0.08062495127974624,2.1212971628116226,-0.25986771581260526,0.0,-0.6698215687319312,-0.6307861476411737,-1.3450784188340363,-1.4513056466557293,-0.653574736946208,-0.2215589177869571,0.005862228253369902,0.3692138523588263,0.4301684164109605,0.17693133694844915,-0.3825341328490337
2-Butanone,806,Good,2.0864,0.12201809468270883,-0.09242318022692797,1.4084087511309336,0.28399753337974,0.0,0.011001250762727397,-0.48103105598594825,-0.818935081876013,-32.476694061299845,-3.0237707078536697,-7.8001389780613275,0.31068202153833196,0.6147527296232839,0.6137344623361455,-0.689317978461668,-0.5338148240138462,0.9819114317337125
"Propane, 2-methoxy-2-methyl-",886,Good,2.0864,1.156372272620469,1.1481597954453029,0.07014683750424798,1.9878005237050391,-0.23631103989174898,0.08550938959305579,-0.8863217724301871,-0.5920673139433849,-0.8329755480453229,-1.1069047063265953,-0.33304046590970476,-0.22578947745949718,0.0,0.4079326860566152,0.48551139154763967,0.27857111094618875,-0.7258512087724861
2-Butanone,877,Good,2.0864,0.12148494289090751,-0.08209831426712608,1.4258996437181892,0.28454182875974304,0.0,0.013981631984989477,-0.48914973187289695,-0.821293962871856,-32.751366485790776,-3.0524446952573863,-8.112849533411914,0.3146697692847197,0.621194401563923,0.6203611468193456,-0.6853302307152803,-0.5337980803930231,0.991419740642525
"2-Butenal, (Z)-",786,Fair,2.247883333333333,-0.06820825245611567,0.4424962053193161,0.6117033263033748,1.2804962049913255,-0.3591988993242409,0.0,-0.32608386712516907,-0.0820514852287042,-11.95670543708413,-1.5366245224059427,5.862656504765007,-0.24107569192743095,0.3880720334307562,1.2565878886166526,0.8140519355974692,0.6739161328748309,-0.42881550888972997
Tolycaine,702,Fair,2.2514833333333333,4.0130981916336985,4.060730349356245,-9.149813199934695,4.318116918482501,-0.33263164660098554,-0.7463339598774646,-0.743411311880523,-0.6502904097780817,-1.3804325746152641,-1.7688983930529947,-9.149813199934695,0.0,0.22186188954156577,0.25366604012253535,0.5160896504565287,0.011301780970676245,0.11660374361801482
n-Hexane,812,Good,2.2766,2.418256671226004,2.4497520743497008,-0.18071971059032674,3.194403598937779,-0.4522153163786092,-0.21198069638057973,-0.13043288456580834,-1.1519887350171256,-1.3536145677006783,-1.5181808977005296,1.9130259134251444,0.0,0.3733758793927185,0.7880193036194203,0.6125876773656296,0.4756420913136718,-0.18245689488077071
2-Butanone,820,Good,2.283783333333333,3.4059843532107386,2.9096474130568657,0.026855796667187647,3.1127741323606566,-0.1958192585289489,-0.5015967027803957,0.0,-0.7449298558144177,-7.209260414485701,-7.209260414485701,-1.0021819974406723,-0.13674319849173927,0.10291186435771806,0.25507014418558227,0.026768222829188445,-0.7503037314869258,0.401044439621248
2-Butanone,790,Fair,2.283783333333333,4.132356212807322,3.454897712209341,0.6346845615293907,3.7621792463518067,-0.23384838523795431,-0.41748202115849925,0.0,-0.5895060266215535,-5.0810443473528295,-2.0794557377846763,-10.619766257663663,-0.07170980578487275,0.25445156677413555,0.38954079005662706,0.07048296666123308,-0.47186677419347606,0.5281332258065239
